"Timestamp","Total score","Ваш пол:","Ваш пол: [Score]","Ваш пол: [Feedback]","1. Я замечаю, когда близкий человек переживает, даже если он (она) пытается это скрыть.","1. Я замечаю, когда близкий человек переживает, даже если он (она) пытается это скрыть. [Score]","1. Я замечаю, когда близкий человек переживает, даже если он (она) пытается это скрыть. [Feedback]","2. Если человек на меня обижается, я не знаю, как восстановить с ним хорошие отношения.","2. Если человек на меня обижается, я не знаю, как восстановить с ним хорошие отношения. [Score]","2. Если человек на меня обижается, я не знаю, как восстановить с ним хорошие отношения. [Feedback]","3. Мне легко догадаться о чувствах человека по выражению его лица.","3. Мне легко догадаться о чувствах человека по выражению его лица. [Score]","3. Мне легко догадаться о чувствах человека по выражению его лица. [Feedback]","4. Я хорошо знаю, чем заняться, чтобы улучшить себе настроение.","4. Я хорошо знаю, чем заняться, чтобы улучшить себе настроение. [Score]","4. Я хорошо знаю, чем заняться, чтобы улучшить себе настроение. [Feedback]","5. У меня обычно не получается повлиять на эмоциональное состояние своего собеседника.","5. У меня обычно не получается повлиять на эмоциональное состояние своего собеседника. [Score]","5. У меня обычно не получается повлиять на эмоциональное состояние своего собеседника. [Feedback]","6. Когда я раздражаюсь, то не могу сдержаться, и говорю все, что думаю.","6. Когда я раздражаюсь, то не могу сдержаться, и говорю все, что думаю. [Score]","6. Когда я раздражаюсь, то не могу сдержаться, и говорю все, что думаю. [Feedback]","7.  Я хорошо понимаю, почему мне нравится или не нравятся  те или иные люди.","7.  Я хорошо понимаю, почему мне нравится или не нравятся  те или иные люди. [Score]","7.  Я хорошо понимаю, почему мне нравится или не нравятся  те или иные люди. [Feedback]","8. Я не сразу замечаю, когда начинаю злиться.","8. Я не сразу замечаю, когда начинаю злиться. [Score]","8. Я не сразу замечаю, когда начинаю злиться. [Feedback]","9. Я умею улучшить настроение окружающих.","9. Я умею улучшить настроение окружающих. [Score]","9. Я умею улучшить настроение окружающих. [Feedback]","10. Если я увлекаюсь разговором, то говорю слишком  громко и активно жестикулирую.","10. Если я увлекаюсь разговором, то говорю слишком  громко и активно жестикулирую. [Score]","10. Если я увлекаюсь разговором, то говорю слишком  громко и активно жестикулирую. [Feedback]","11. Я понимаю душевное состояние некоторых людей без слов.","11. Я понимаю душевное состояние некоторых людей без слов. [Score]","11. Я понимаю душевное состояние некоторых людей без слов. [Feedback]","12. В экстремальной ситуации я не могу усилием воли взять себя в руки.","12. В экстремальной ситуации я не могу усилием воли взять себя в руки. [Score]","12. В экстремальной ситуации я не могу усилием воли взять себя в руки. [Feedback]","13. Я легко понимаю мимику и жесты других людей.","13. Я легко понимаю мимику и жесты других людей. [Score]","13. Я легко понимаю мимику и жесты других людей. [Feedback]","14. Когда я злюсь, я знаю, почему.","14. Когда я злюсь, я знаю, почему. [Score]","14. Когда я злюсь, я знаю, почему. [Feedback]","15. Я знаю, как ободрить человека, находящегося в тяжелой ситуации.","15. Я знаю, как ободрить человека, находящегося в тяжелой ситуации. [Score]","15. Я знаю, как ободрить человека, находящегося в тяжелой ситуации. [Feedback]","16. Окружающие считают меня слишком эмоциональным человеком.","16. Окружающие считают меня слишком эмоциональным человеком. [Score]","16. Окружающие считают меня слишком эмоциональным человеком. [Feedback]","17. Я способен успокоить близких, когда они находятся в напряжённом состоянии.","17. Я способен успокоить близких, когда они находятся в напряжённом состоянии. [Score]","17. Я способен успокоить близких, когда они находятся в напряжённом состоянии. [Feedback]","18. Мне бывает трудно описать, что я чувствую по отношению к другим.","18. Мне бывает трудно описать, что я чувствую по отношению к другим. [Score]","18. Мне бывает трудно описать, что я чувствую по отношению к другим. [Feedback]","19. Если я смущаюсь при общении с незнакомыми людьми, то могу это скрыть.","19. Если я смущаюсь при общении с незнакомыми людьми, то могу это скрыть. [Score]","19. Если я смущаюсь при общении с незнакомыми людьми, то могу это скрыть. [Feedback]","20. Глядя на человека, я легко могу понять его эмоциональное состояние.","20. Глядя на человека, я легко могу понять его эмоциональное состояние. [Score]","20. Глядя на человека, я легко могу понять его эмоциональное состояние. [Feedback]","21. Я контролирую выражение чувств на своем лице.","21. Я контролирую выражение чувств на своем лице. [Score]","21. Я контролирую выражение чувств на своем лице. [Feedback]","22. Бывает, что я не понимаю, почему испытываю то или иное чувство.","22. Бывает, что я не понимаю, почему испытываю то или иное чувство. [Score]","22. Бывает, что я не понимаю, почему испытываю то или иное чувство. [Feedback]","23. В критических ситуациях я умею контролировать выражение своих эмоций.","23. В критических ситуациях я умею контролировать выражение своих эмоций. [Score]","23. В критических ситуациях я умею контролировать выражение своих эмоций. [Feedback]","24. Если надо, я могу разозлить человека.","24. Если надо, я могу разозлить человека. [Score]","24. Если надо, я могу разозлить человека. [Feedback]","25. Когда я испытываю положительные эмоции, я знаю, как поддержать это состояние.","25. Когда я испытываю положительные эмоции, я знаю, как поддержать это состояние. [Score]","25. Когда я испытываю положительные эмоции, я знаю, как поддержать это состояние. [Feedback]","26.  Как правило, я понимаю, какую эмоцию испытываю.","26.  Как правило, я понимаю, какую эмоцию испытываю. [Score]","26.  Как правило, я понимаю, какую эмоцию испытываю. [Feedback]","27. Если собеседник пытается скрыть свои эмоции, я сразу чувствую это.","27. Если собеседник пытается скрыть свои эмоции, я сразу чувствую это. [Score]","27. Если собеседник пытается скрыть свои эмоции, я сразу чувствую это. [Feedback]","28. Я знаю как успокоиться, если я разозлился.","28. Я знаю как успокоиться, если я разозлился. [Score]","28. Я знаю как успокоиться, если я разозлился. [Feedback]","29. Можно определить, что чувствует человек, просто прислушиваясь к звучанию его голоса.","29. Можно определить, что чувствует человек, просто прислушиваясь к звучанию его голоса. [Score]","29. Можно определить, что чувствует человек, просто прислушиваясь к звучанию его голоса. [Feedback]","30. Я не умею управлять эмоциями других людей.","30. Я не умею управлять эмоциями других людей. [Score]","30. Я не умею управлять эмоциями других людей. [Feedback]","31. Мне трудно отличить чувство вины от чувства стыда.","31. Мне трудно отличить чувство вины от чувства стыда. [Score]","31. Мне трудно отличить чувство вины от чувства стыда. [Feedback]","32. Я умею точно угадывать, что чувствуют мои знакомые.","32. Я умею точно угадывать, что чувствуют мои знакомые. [Score]","32. Я умею точно угадывать, что чувствуют мои знакомые. [Feedback]","33. Мне трудно справляться с плохим настроением.","33. Мне трудно справляться с плохим настроением. [Score]","33. Мне трудно справляться с плохим настроением. [Feedback]","34. Если внимательно следить за выражением лица человека, то можно понять, какие эмоции он скрывает.","34. Если внимательно следить за выражением лица человека, то можно понять, какие эмоции он скрывает. [Score]","34. Если внимательно следить за выражением лица человека, то можно понять, какие эмоции он скрывает. [Feedback]","35. Я не нахожу слов, чтобы описать свои чувства друзьям.","35. Я не нахожу слов, чтобы описать свои чувства друзьям. [Score]","35. Я не нахожу слов, чтобы описать свои чувства друзьям. [Feedback]","36. Мне удаётся поддержать людей, которые делятся со мной своими переживаниями.","36. Мне удаётся поддержать людей, которые делятся со мной своими переживаниями. [Score]","36. Мне удаётся поддержать людей, которые делятся со мной своими переживаниями. [Feedback]","37. Я умею контролировать свои эмоции.","37. Я умею контролировать свои эмоции. [Score]","37. Я умею контролировать свои эмоции. [Feedback]","38. Если мой собеседник начинает раздражаться, я подчас замечаю это слишком поздно.","38. Если мой собеседник начинает раздражаться, я подчас замечаю это слишком поздно. [Score]","38. Если мой собеседник начинает раздражаться, я подчас замечаю это слишком поздно. [Feedback]","39. По интонациям моего голоса легко догадаться о том, что я чувствую.","39. По интонациям моего голоса легко догадаться о том, что я чувствую. [Score]","39. По интонациям моего голоса легко догадаться о том, что я чувствую. [Feedback]","40. Если близкий человек плачет, я теряюсь.","40. Если близкий человек плачет, я теряюсь. [Score]","40. Если близкий человек плачет, я теряюсь. [Feedback]","41. Мне бывает весело или грустно без всякой причины.","41. Мне бывает весело или грустно без всякой причины. [Score]","41. Мне бывает весело или грустно без всякой причины. [Feedback]","42. Мне трудно предвидеть смену настроения у окружающих меня людей.","42. Мне трудно предвидеть смену настроения у окружающих меня людей. [Score]","42. Мне трудно предвидеть смену настроения у окружающих меня людей. [Feedback]","43. Я не умею преодолевать страх.","43. Я не умею преодолевать страх. [Score]","43. Я не умею преодолевать страх. [Feedback]","44. Бывает, что я хочу поддержать человека, а он этого не чувствует, не понимает.","44. Бывает, что я хочу поддержать человека, а он этого не чувствует, не понимает. [Score]","44. Бывает, что я хочу поддержать человека, а он этого не чувствует, не понимает. [Feedback]","45. У меня бывают чувства, которые я не могу точно определить.","45. У меня бывают чувства, которые я не могу точно определить. [Score]","45. У меня бывают чувства, которые я не могу точно определить. [Feedback]","46. Я не понимаю, почему некоторые люди на меня обижаются.","46. Я не понимаю, почему некоторые люди на меня обижаются. [Score]","46. Я не понимаю, почему некоторые люди на меня обижаются. [Feedback]"
"2021/03/12 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0",""
"2021/03/13 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0",""
"2021/03/14 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0",""
"2021/03/15 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0",""
"2021/03/16 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Полностью согласен(а)","0.00 / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0",""
"2021/03/17 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее не согласен(а)","0.00 / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0",""
"2021/03/18 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0",""
"2021/03/19 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0",""
"2021/03/20 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Полностью согласен(а)","0.00 / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Совсем не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0",""
"2021/03/21 4:57:25 PM GMT+3","0.00 / 0","Мужской","-- / 0","","Скорее согласен(а)","0.00 / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Полностью согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее согласен(а)","-- / 0","","Скорее не согласен(а)","-- / 0",""
